user_id,device_type,platform_id,video_id,session_id,filename,coach_carter_score,oscars_slap_score,trump_ukraine_score,max_score,likely_video,engagement_level,passes_threshold,text_preview,processing_time,user_type
03ed26062301e1ac6bbf94f3c03a7e56,desktop,1,1,1,1_1_1_03ed26062301e1ac6bbf94f3c03a7e56.txt,90,0,0,90,Coach Carter,HIGH,True,After watching this scene gave me chill. It made me realize that sometimes we hold ourselves back no,0.8318328857421875,complete
03ed26062301e1ac6bbf94f3c03a7e56,desktop,1,1,2,1_1_2_03ed26062301e1ac6bbf94f3c03a7e56.txt,90,0,0,90,Coach Carter,HIGH,True,"It is not only just a team standing up for themselves and also its a moment of growth, unity and rea",0.7570948600769043,complete
03ed26062301e1ac6bbf94f3c03a7e56,desktop,1,2,1,1_2_1_03ed26062301e1ac6bbf94f3c03a7e56.txt,0,80,0,80,Oscars Slap,HIGH,True,"This moment felt unreal. One second it was jokes, and the next it was raw emotion spilling out on li",0.8373126983642578,complete
03ed26062301e1ac6bbf94f3c03a7e56,desktop,1,2,2,1_2_2_03ed26062301e1ac6bbf94f3c03a7e56.txt,0,80,0,80,Oscars Slap,HIGH,True,"The moment shocked everyone, it a joke turned personal and emotions boiled on live TV. It exposed th",0.6282260417938232,complete
03ed26062301e1ac6bbf94f3c03a7e56,desktop,1,3,1,1_3_1_03ed26062301e1ac6bbf94f3c03a7e56.txt,0,0,80,80,Trump-Ukraine Meeting,HIGH,True,That was intense to watch. You can feel how high the stakes are when leaders argue like that for liv,0.7084717750549316,complete
03ed26062301e1ac6bbf94f3c03a7e56,desktop,1,3,2,1_3_2_03ed26062301e1ac6bbf94f3c03a7e56.txt,0,0,80,80,Trump-Ukraine Meeting,HIGH,True,The video seems exchange showed the tension between urgency and diplomacy. Zelenskyy spoke from desp,0.8861000537872314,complete
03ed26062301e1ac6bbf94f3c03a7e56,desktop,2,1,1,2_1_1_03ed26062301e1ac6bbf94f3c03a7e56.txt,90,0,0,90,Coach Carter,HIGH,True,"That speech hit me hard. That moment was so powerful. The idea that we are not afraid of being week,",0.6036500930786133,complete
03ed26062301e1ac6bbf94f3c03a7e56,desktop,2,1,2,2_1_2_03ed26062301e1ac6bbf94f3c03a7e56.txt,90,0,0,90,Coach Carter,HIGH,True,The scene shows how the team finally understands Coach Carter's message. They are also realized thei,0.5855300426483154,complete
03ed26062301e1ac6bbf94f3c03a7e56,desktop,2,2,1,2_2_1_03ed26062301e1ac6bbf94f3c03a7e56.txt,0,80,0,80,Oscars Slap,HIGH,True,That moment seems unreal. Everyone could feel the tension shift instantly. It reminded me how unpred,0.8298921585083008,complete
03ed26062301e1ac6bbf94f3c03a7e56,desktop,2,2,2,2_2_2_03ed26062301e1ac6bbf94f3c03a7e56.txt,0,80,0,80,Oscars Slap,HIGH,True,"Will Smith's reaction shows how personal pain can erupt even in polished, professional spaces like t",0.7966039180755615,complete
03ed26062301e1ac6bbf94f3c03a7e56,desktop,2,3,1,2_3_1_03ed26062301e1ac6bbf94f3c03a7e56.txt,0,0,80,80,Trump-Ukraine Meeting,HIGH,True,"Zelenskyy seemed frustrated and defensive, and the American's sounded more focused on control than e",1.1770250797271729,complete
03ed26062301e1ac6bbf94f3c03a7e56,desktop,2,3,2,2_3_2_03ed26062301e1ac6bbf94f3c03a7e56.txt,0,0,80,80,Trump-Ukraine Meeting,HIGH,True,Zelenskyy wasn't just defending Ukraine; he was pleading for dignity and exhaustion. But when diplom,0.9100279808044434,complete
03ed26062301e1ac6bbf94f3c03a7e56,desktop,3,1,1,3_1_1_03ed26062301e1ac6bbf94f3c03a7e56.txt,80,0,0,80,Coach Carter,HIGH,True,The scene made me goosebumps and powerful. The way all are stood up and thanked Coach Carter.. it wa,0.7882950305938721,complete
03ed26062301e1ac6bbf94f3c03a7e56,desktop,3,1,2,3_1_2_03ed26062301e1ac6bbf94f3c03a7e56.txt,90,0,0,90,Coach Carter,HIGH,True,This scene is a turning point where the players evolve from rebellious teens into self-motivated you,0.8803861141204834,complete
03ed26062301e1ac6bbf94f3c03a7e56,desktop,3,2,1,3_2_1_03ed26062301e1ac6bbf94f3c03a7e56.txt,0,80,0,80,Oscars Slap,HIGH,True,"I still can't believe that really happened on live TV. One second it was jokes, the next it was conf",0.6750071048736572,complete
03ed26062301e1ac6bbf94f3c03a7e56,desktop,3,2,2,3_2_2_03ed26062301e1ac6bbf94f3c03a7e56.txt,0,80,0,80,Oscars Slap,HIGH,True,I didn't expect the reaction at all. It shifted the energy of the whole event in a seconds. Live TV ,0.7660810947418213,complete
03ed26062301e1ac6bbf94f3c03a7e56,desktop,3,3,1,3_3_1_03ed26062301e1ac6bbf94f3c03a7e56.txt,0,0,60,60,Trump-Ukraine Meeting,MODERATE,True,Zelenshyy is fighting for his country's survival but the way he was challenged in front of the media,0.7338776588439941,complete
03ed26062301e1ac6bbf94f3c03a7e56,desktop,3,3,2,3_3_2_03ed26062301e1ac6bbf94f3c03a7e56.txt,0,0,0,0,UNKNOWN,NONE,False,"Zelenshyy spoke from the trenches, but the replies came from a room untouched by war. Until leadersh",1.0844569206237793,complete
090e14f795db6d9fad9fc4ddd6ff5094,desktop,1,1,1,1_1_1_090e14f795db6d9fad9fc4ddd6ff5094.txt,0,0,0,0,UNKNOWN,NONE,False,students share our feelings to precibal and so feeling for save our life so touched warm heart and k,0.5845119953155518,complete
090e14f795db6d9fad9fc4ddd6ff5094,desktop,1,1,2,1_1_2_090e14f795db6d9fad9fc4ddd6ff5094.txt,40,0,0,40,Coach Carter,MINIMAL,True,the movie scene is players collectively take responsibility and players respect to coach so sad and ,0.830150842666626,complete
090e14f795db6d9fad9fc4ddd6ff5094,desktop,1,2,1,1_2_1_090e14f795db6d9fad9fc4ddd6ff5094.txt,0,60,0,60,Oscars Slap,MODERATE,True,will smith feeling and reaction while others feel it was inappropriate way to handle the situation a,0.9524638652801514,complete
090e14f795db6d9fad9fc4ddd6ff5094,desktop,1,2,2,1_2_2_090e14f795db6d9fad9fc4ddd6ff5094.txt,0,80,0,80,Oscars Slap,HIGH,True,will smith appeared to laugh but then walked on to the stage and slapped rock across the face before,0.7296280860900879,complete
090e14f795db6d9fad9fc4ddd6ff5094,desktop,1,3,1,1_3_1_090e14f795db6d9fad9fc4ddd6ff5094.txt,0,0,0,0,UNKNOWN,NONE,False,their discussions often focus on political alignment policy issues vances political future trump has,1.0365889072418213,complete
090e14f795db6d9fad9fc4ddd6ff5094,desktop,1,3,2,1_3_2_090e14f795db6d9fad9fc4ddd6ff5094.txt,0,0,60,60,Trump-Ukraine Meeting,MODERATE,True,why has trump halted military aid Ukraine what will it mean for the war it depicts what seems to be ,0.7782547473907471,complete
090e14f795db6d9fad9fc4ddd6ff5094,desktop,2,1,1,2_1_1_090e14f795db6d9fad9fc4ddd6ff5094.txt,40,0,0,40,Coach Carter,MINIMAL,True,values like hard work its also sparks important conversation  so respect the student he says the pri,0.7931890487670898,complete
