user_id,device_type,platform_id,video_id,session_id,filename,coach_carter_score,oscars_slap_score,trump_ukraine_score,max_score,likely_video,engagement_level,passes_threshold,text_preview,processing_time,user_type
33d899f4525cdfab3c39dfbc0f969ed3,desktop,1,1,1,1_1_1_33d899f4525cdfab3c39dfbc0f969ed3.txt,80,0,0,80,Coach Carter,HIGH,True,"He takes ownerships of his future, showing us that self-belief is as critical as talent or effort. T",0.7928938865661621,broken
c91cdd3850c741c24dbb8c1607b8712d,desktop,1,1,2,1_1_2_c91cdd3850c741c24dbb8c1607b8712d.txt,90,0,0,90,Coach Carter,HIGH,True,The coach’s message about overcoming self-doubt really resonated with me. It’s a powerful reminder t,0.6729319095611572,broken
c91cdd3850c741c24dbb8c1607b8712d,desktop,1,2,1,1_2_1_c91cdd3850c741c24dbb8c1607b8712d.txt,0,80,0,80,Oscars Slap,HIGH,True,That moment at the awards was totally unexpected and shocking. It really caught everyone off guard a,0.7763810157775879,broken
c91cdd3850c741c24dbb8c1607b8712d,desktop,1,2,2,1_2_2_c91cdd3850c741c24dbb8c1607b8712d.txt,0,80,0,80,Oscars Slap,HIGH,True,That slap at the awards show was totally unexpected and really changed the mood in the room. It’s cr,0.8249979019165039,broken
c91cdd3850c741c24dbb8c1607b8712d,desktop,1,3,1,1_3_1_c91cdd3850c741c24dbb8c1607b8712d.txt,0,0,70,70,Trump-Ukraine Meeting,MODERATE,True,"Watching the meeting between Trump, Vance, and Zelenskyy was insightful. It showed how important dip",0.8223750591278076,broken
c91cdd3850c741c24dbb8c1607b8712d,desktop,1,3,2,1_3_2_c91cdd3850c741c24dbb8c1607b8712d.txt,0,0,60,60,Trump-Ukraine Meeting,MODERATE,True,"A rare moment of diplomacy unfolds in the Oval Office as Trump, Vance, and Zelenskyy discuss global ",0.8117823600769043,broken
c91cdd3850c741c24dbb8c1607b8712d,desktop,2,1,2,2_1_2_c91cdd3850c741c24dbb8c1607b8712d.txt,90,0,0,90,Coach Carter,HIGH,True,The coac’hs message about overcoming self-doubt really resonated with me. It’s a powerful reminder t,0.9229779243469238,broken
c91cdd3850c741c24dbb8c1607b8712d,desktop,2,2,1,2_2_1_c91cdd3850c741c24dbb8c1607b8712d.txt,0,80,0,80,Oscars Slap,HIGH,True,The slap during the ceremony was really surprising. It showed how quickly emotions can escalate in p,0.8302812576293945,broken
c91cdd3850c741c24dbb8c1607b8712d,desktop,2,2,2,2_2_2_c91cdd3850c741c24dbb8c1607b8712d.txt,0,80,0,80,Oscars Slap,HIGH,True,That unexpected slap really changed the energy of the event. It’s wild how quickly a single moment c,0.8872189521789551,broken
c91cdd3850c741c24dbb8c1607b8712d,desktop,2,3,1,2_3_1_c91cdd3850c741c24dbb8c1607b8712d.txt,0,0,60,60,Trump-Ukraine Meeting,MODERATE,True,The Oval Office discussion highlighted the complexity of international relations. You could tell eve,0.7656087875366211,broken
c91cdd3850c741c24dbb8c1607b8712d,desktop,2,3,2,2_3_2_c91cdd3850c741c24dbb8c1607b8712d.txt,0,0,80,80,Trump-Ukraine Meeting,HIGH,True,"Watching Trump, Vance, and Zelenskyy seated together in the Oval Office feels like a glimpse into hi",1.2935121059417725,broken
c91cdd3850c741c24dbb8c1607b8712d,desktop,3,1,1,3_1_1_c91cdd3850c741c24dbb8c1607b8712d.txt,90,0,0,90,Coach Carter,HIGH,True,I liked how the coach reminded them that fear can hold us back more than failure. It was a strong me,0.7116222381591797,broken
c91cdd3850c741c24dbb8c1607b8712d,desktop,3,1,2,3_1_2_c91cdd3850c741c24dbb8c1607b8712d.txt,90,0,0,90,Coach Carter,HIGH,True,Watching the coach challenge the students made me think about the importance of believing in your ow,0.7860207557678223,broken
c91cdd3850c741c24dbb8c1607b8712d,desktop,3,2,1,3_2_1_c91cdd3850c741c24dbb8c1607b8712d.txt,0,80,0,80,Oscars Slap,HIGH,True,The atmosphere in the room was completely altered by that surprise smack during the awards event. It,0.8422417640686035,broken
c91cdd3850c741c24dbb8c1607b8712d,desktop,3,2,2,3_2_2_c91cdd3850c741c24dbb8c1607b8712d.txt,0,80,0,80,Oscars Slap,HIGH,True,The tension during that awards ceremony was intense after the slap. It shows how powerful and sudden,0.7886128425598145,broken
c91cdd3850c741c24dbb8c1607b8712d,desktop,3,3,1,3_3_1_c91cdd3850c741c24dbb8c1607b8712d.txt,0,0,60,60,Trump-Ukraine Meeting,MODERATE,True,"That meeting captured the serious tone of global politics. The conversations seemed intense, remindi",0.8408989906311035,broken
c91cdd3850c741c24dbb8c1607b8712d,desktop,3,3,2,3_3_2_c91cdd3850c741c24dbb8c1607b8712d.txt,0,0,80,80,Trump-Ukraine Meeting,HIGH,True,"The Oval Office meeting between Trump, Vance, and Zelenskyy highlights the complexity of internation",0.8826539516448975,broken
