user_id,platform_id,video_id,session_id,sequence_id,key1,key2,key1_press,key1_release,key2_press,key2_release,HL,IL,PL,RL,valid,error_description,key1_timestamp,outlier,device_type
195bfcb901041c1626085c1e338fe16a,1,3,2,86,Key.space,Key.ctrl,1735660061678.0,1735660061775.0,1735660065602.0,,97.0,,,,False,Missing key2 release,1735660061678.0,False,desktop
195bfcb901041c1626085c1e338fe16a,1,3,2,87,Key.ctrl,g,1735660065602.0,,1735660065904.0,1735660125280.0,,,,,False,Missing key1 release,1735660065602.0,False,desktop
195bfcb901041c1626085c1e338fe16a,2,3,2,191,Key.space,Key.ctrl,1735660087172.0,1735660087250.0,1735660087734.0,,78.0,,,,False,Missing key2 release,1735660087172.0,False,desktop
195bfcb901041c1626085c1e338fe16a,2,3,2,192,Key.ctrl,g,1735660087734.0,,1735660088497.0,,,,,,False,Missing key1 release; Missing key2 release,1735660087734.0,False,desktop
195bfcb901041c1626085c1e338fe16a,2,3,2,193,g,z,1735660088497.0,,1735660097859.0,1735660098020.0,,,,,False,Missing key1 release,1735660088497.0,False,desktop
195bfcb901041c1626085c1e338fe16a,3,3,1,0,Key.ctrl,g,1735660002281.0,,1735660002758.0,1735660016839.0,,,,,False,Missing key1 release,1735660002281.0,False,desktop
195bfcb901041c1626085c1e338fe16a,3,3,2,83,Key.space,Key.ctrl,1735660038192.0,1735660038288.0,1735660039505.0,,96.0,,,,False,Missing key2 release,1735660038192.0,False,desktop
195bfcb901041c1626085c1e338fe16a,3,3,2,84,Key.ctrl,g,1735660039505.0,,1735660039968.0,1735660065553.0,,,,,False,Missing key1 release,1735660039505.0,False,desktop
a0ce91cbf1fc81f34740caf3b052fb39,1,3,1,67,Key.space,Key.ctrl,1735660033599.0,1735660033696.0,1735660040399.0,,97.0,,,,False,Missing key2 release,1735660033599.0,False,desktop
a0ce91cbf1fc81f34740caf3b052fb39,1,3,1,68,Key.ctrl,g,1735660040399.0,,1735660040751.0,1735660053055.0,,,,,False,Missing key1 release,1735660040399.0,False,desktop
a0ce91cbf1fc81f34740caf3b052fb39,1,3,2,22,Key.space,Key.ctrl,1735660008823.0,1735660008888.0,1735660014103.0,,65.0,,,,False,Missing key2 release,1735660008823.0,False,desktop
a0ce91cbf1fc81f34740caf3b052fb39,1,3,2,23,Key.ctrl,g,1735660014103.0,,1735660014410.0,1735660025494.0,,,,,False,Missing key1 release,1735660014103.0,False,desktop
a0ce91cbf1fc81f34740caf3b052fb39,2,3,1,108,Key.space,Key.ctrl,1735660068377.0,1735660068473.0,1735660069353.0,,96.0,,,,False,Missing key2 release,1735660068377.0,False,desktop
a0ce91cbf1fc81f34740caf3b052fb39,2,3,1,109,Key.ctrl,g,1735660069353.0,,1735660069657.0,1735660096152.0,,,,,False,Missing key1 release,1735660069353.0,False,desktop
a0ce91cbf1fc81f34740caf3b052fb39,2,3,2,77,Key.space,Key.ctrl,1735660042901.0,1735660042981.0,1735660045350.0,,80.0,,,,False,Missing key2 release,1735660042901.0,False,desktop
a0ce91cbf1fc81f34740caf3b052fb39,2,3,2,78,Key.ctrl,g,1735660045350.0,,1735660045669.0,1735660067990.0,,,,,False,Missing key1 release,1735660045350.0,False,desktop
a0ce91cbf1fc81f34740caf3b052fb39,3,3,1,185,Key.backspace,Key.ctrl,1735660119351.0,1735660119526.0,1735660125353.0,,175.0,,,,False,Missing key2 release,1735660119351.0,False,desktop
a0ce91cbf1fc81f34740caf3b052fb39,3,3,1,186,Key.ctrl,g,1735660125353.0,,1735660125783.0,,,,,,False,Missing key1 release; Missing key2 release,1735660125353.0,False,desktop
a0ce91cbf1fc81f34740caf3b052fb39,3,3,1,187,g,Key.space,1735660125783.0,,1735660129719.0,1735660129895.0,,,,,False,Missing key1 release,1735660125783.0,False,desktop
a0ce91cbf1fc81f34740caf3b052fb39,3,3,2,7,Key.space,Key.ctrl,1735660006591.0,1735660006671.0,1735660009119.0,,80.0,,,,False,Missing key2 release,1735660006591.0,False,desktop
a0ce91cbf1fc81f34740caf3b052fb39,3,3,2,8,Key.ctrl,g,1735660009119.0,,1735660009455.0,1735660016384.0,,,,,False,Missing key1 release,1735660009119.0,False,desktop
8d46f2f2b4385ddb9822fa37d9b3bd71,1,1,1,244,Key.alt,l,1735660132109.0,1735660132123.0,1735660132693.0,,14.0,,,,False,Missing key2 release,1735660132109.0,False,desktop
8d46f2f2b4385ddb9822fa37d9b3bd71,1,1,1,245,l,Key.alt,1735660132693.0,,1735660137152.0,1735660137338.0,,,,,False,Missing key1 release,1735660132693.0,False,desktop
8d46f2f2b4385ddb9822fa37d9b3bd71,3,2,2,242,Key.tab,Key.enter,1735660096035.0,1735660096146.0,1735660096180.0,,111.0,,,,False,Missing key2 release,1735660096035.0,False,desktop
3994782efb4da6e6fbf5946576804562,3,1,1,499,Key.shift,",1735660067292
R,",1735660067083.0,1735660067402.0,1735660067386.0,,319.0,,,,False,Missing key2 release,1735660067083.0,False,desktop
3994782efb4da6e6fbf5946576804562,3,1,1,500,",1735660067292
R,",Key.shift,1735660067386.0,,1735660068345.0,,,,,,False,Missing key1 release; Missing key2 release,1735660067386.0,False,desktop
3994782efb4da6e6fbf5946576804562,3,1,1,501,Key.shift,",1735660068457
R,Key.shift,1735660068489
R,",1735660068345.0,,1735660068536.0,,,,,,False,Missing key1 release; Missing key2 release,1735660068345.0,False,desktop
1d67bb8e9cd49cf0fa38679f99c3960d,2,1,1,215,Key.backspace,Key.alt,1735660140832.0,1735660140896.0,1735660141104.0,,64.0,,,,False,Missing key2 release,1735660140832.0,False,desktop
1d67bb8e9cd49cf0fa38679f99c3960d,2,1,1,216,Key.alt,=,1735660141104.0,,1735660177822.0,1735660177887.0,,,,,False,Missing key1 release,1735660141104.0,False,desktop
03ed26062301e1ac6bbf94f3c03a7e56,1,1,1,0,Key.alt,Key.shift,1735660058660.0,,1735660192368.0,1735660192615.0,,,,,False,Missing key1 release,1735660058660.0,False,desktop
03ed26062301e1ac6bbf94f3c03a7e56,1,1,2,0,Key.alt,Key.shift,1735660089376.0,,1735660091064.0,1735660091335.0,,,,,False,Missing key1 release,1735660089376.0,False,desktop
03ed26062301e1ac6bbf94f3c03a7e56,1,2,1,17,Key.space,Key.alt,1735660047326.0,1735660047414.0,1735660047557.0,,88.0,,,,False,Missing key2 release,1735660047326.0,False,desktop
03ed26062301e1ac6bbf94f3c03a7e56,1,2,1,18,Key.alt,Key.ctrl,1735660047557.0,,1735660049686.0,1735660049950.0,,,,,False,Missing key1 release,1735660047557.0,False,desktop
03ed26062301e1ac6bbf94f3c03a7e56,1,2,2,19,Key.space,Key.alt,1735660016027.0,1735660016115.0,1735660016323.0,,88.0,,,,False,Missing key2 release,1735660016027.0,False,desktop
