user_id,device_type,platform_id,video_id,session_id,filename,coach_carter_score,oscars_slap_score,trump_ukraine_score,max_score,likely_video,engagement_level,passes_threshold,text_preview,processing_time,user_type
03ed26062301e1ac6bbf94f3c03a7e56,desktop,1,1,1,1_1_1_03ed26062301e1ac6bbf94f3c03a7e56.txt,90,0,0,90,Coach Carter,HIGH,True,After watching this scene gave me chill. It made me realize that sometimes we hold ourselves back no,0.7509901523590088,complete
03ed26062301e1ac6bbf94f3c03a7e56,desktop,1,1,2,1_1_2_03ed26062301e1ac6bbf94f3c03a7e56.txt,100,0,0,100,Coach Carter,HIGH,True,"It is not only just a team standing up for themselves and also its a moment of growth, unity and rea",0.7475860118865967,complete
03ed26062301e1ac6bbf94f3c03a7e56,desktop,1,2,1,1_2_1_03ed26062301e1ac6bbf94f3c03a7e56.txt,0,100,0,100,Oscars Slap,HIGH,True,"This moment felt unreal. One second it was jokes, and the next it was raw emotion spilling out on li",0.612443208694458,complete
03ed26062301e1ac6bbf94f3c03a7e56,desktop,1,2,2,1_2_2_03ed26062301e1ac6bbf94f3c03a7e56.txt,0,80,0,80,Oscars Slap,HIGH,True,"The moment shocked everyone, it a joke turned personal and emotions boiled on live TV. It exposed th",0.6239099502563477,complete
03ed26062301e1ac6bbf94f3c03a7e56,desktop,1,3,1,1_3_1_03ed26062301e1ac6bbf94f3c03a7e56.txt,0,0,80,80,Trump-Ukraine Meeting,HIGH,True,That was intense to watch. You can feel how high the stakes are when leaders argue like that for liv,0.8273673057556152,complete
03ed26062301e1ac6bbf94f3c03a7e56,desktop,1,3,2,1_3_2_03ed26062301e1ac6bbf94f3c03a7e56.txt,0,0,80,80,Trump-Ukraine Meeting,HIGH,True,The video seems exchange showed the tension between urgency and diplomacy. Zelenskyy spoke from desp,0.7166798114776611,complete
03ed26062301e1ac6bbf94f3c03a7e56,desktop,2,1,1,2_1_1_03ed26062301e1ac6bbf94f3c03a7e56.txt,90,0,0,90,Coach Carter,HIGH,True,"That speech hit me hard. That moment was so powerful. The idea that we are not afraid of being week,",0.7615499496459961,complete
03ed26062301e1ac6bbf94f3c03a7e56,desktop,2,1,2,2_1_2_03ed26062301e1ac6bbf94f3c03a7e56.txt,80,0,0,80,Coach Carter,HIGH,True,The scene shows how the team finally understands Coach Carter's message. They are also realized thei,0.6872787475585938,complete
03ed26062301e1ac6bbf94f3c03a7e56,desktop,2,2,1,2_2_1_03ed26062301e1ac6bbf94f3c03a7e56.txt,0,80,0,80,Oscars Slap,HIGH,True,That moment seems unreal. Everyone could feel the tension shift instantly. It reminded me how unpred,0.8276801109313965,complete
03ed26062301e1ac6bbf94f3c03a7e56,desktop,2,2,2,2_2_2_03ed26062301e1ac6bbf94f3c03a7e56.txt,0,80,0,80,Oscars Slap,HIGH,True,"Will Smith's reaction shows how personal pain can erupt even in polished, professional spaces like t",0.5698690414428711,complete
