user_id,device_type,platform_id,video_id,session_id,filename,coach_carter_score,oscars_slap_score,trump_ukraine_score,max_score,likely_video,engagement_level,passes_threshold,text_preview,processing_time,user_type
019bfef500435f7b6cb714ea03ffd687,desktop,1,1,1,1_1_1_019bfef500435f7b6cb714ea03ffd687.txt,90,0,0,90,Coach Carter,HIGH,True,"The Coach Carter movie clip shows Coach Carter motivating his team to uphold discipline, focus on ac",0.8666868209838867,broken
019bfef500435f7b6cb714ea03ffd687,desktop,1,1,2,1_1_2_019bfef500435f7b6cb714ea03ffd687.txt,80,0,0,80,Coach Carter,HIGH,True,"The Coach Carter movie clip shows Coach Carter emphasizing the importance of setting goals, staying ",0.8373589515686035,broken
019bfef500435f7b6cb714ea03ffd687,desktop,1,2,1,1_2_1_019bfef500435f7b6cb714ea03ffd687.txt,0,70,0,70,Oscars Slap,MODERATE,True,The Oscar Slap Clip shows Will Smith hitting Chris Rock on stage at the 2022 Oscars after a joke abo,1.5221929550170898,broken
019bfef500435f7b6cb714ea03ffd687,desktop,1,2,2,1_2_2_019bfef500435f7b6cb714ea03ffd687.txt,0,80,0,80,Oscars Slap,HIGH,True,The Oscar Slap Clip shows Will Smith slapping Chris Rock on stage during the 2022 Oscars after a jok,1.0226099491119385,broken
019bfef500435f7b6cb714ea03ffd687,desktop,1,3,1,1_3_1_019bfef500435f7b6cb714ea03ffd687.txt,0,0,60,60,Trump-Ukraine Meeting,MODERATE,True,The clip shows former President Trump and author Vance meeting with Ukrainian President Zelenskyy in,0.8867461681365967,broken
019bfef500435f7b6cb714ea03ffd687,desktop,1,3,2,1_3_2_019bfef500435f7b6cb714ea03ffd687.txt,0,0,60,60,Trump-Ukraine Meeting,MODERATE,True,The clip shows former President Trump and author Vance meeting with Ukrainian President Zelenskyy in,0.8292591571807861,broken
019bfef500435f7b6cb714ea03ffd687,desktop,2,1,1,2_1_1_019bfef500435f7b6cb714ea03ffd687.txt,90,0,0,90,Coach Carter,HIGH,True,The Coach Carter movie clip shows Coach Carter guiding his team to understand the value of hard work,0.7928829193115234,broken
019bfef500435f7b6cb714ea03ffd687,desktop,2,1,2,2_1_2_019bfef500435f7b6cb714ea03ffd687.txt,80,0,0,80,Coach Carter,HIGH,True,The Coach Carter movie clip shows Coach Carter motivating his basketball team to improve their work ,1.0816898345947266,broken
019bfef500435f7b6cb714ea03ffd687,desktop,2,2,1,2_2_1_019bfef500435f7b6cb714ea03ffd687.txt,0,60,0,60,Oscars Slap,MODERATE,True,The Oscar Slap Clip shows Will Smith hitting Chris Rock on stage at the 2022 Oscars after a joke abo,0.8422589302062988,broken
019bfef500435f7b6cb714ea03ffd687,desktop,2,2,2,2_2_2_019bfef500435f7b6cb714ea03ffd687.txt,0,80,0,80,Oscars Slap,HIGH,True,The Oscar Slap Clip shows Will Smith slapping Chris Rock on stage during the 2022 Oscars after a jok,0.8261928558349609,broken
019bfef500435f7b6cb714ea03ffd687,desktop,2,3,1,2_3_1_019bfef500435f7b6cb714ea03ffd687.txt,0,0,60,60,Trump-Ukraine Meeting,MODERATE,True,The clip shows former President Trump and author Vance in the Oval Office with Ukrainian President Z,0.9690191745758057,broken
019bfef500435f7b6cb714ea03ffd687,desktop,2,3,2,2_3_2_019bfef500435f7b6cb714ea03ffd687.txt,0,0,60,60,Trump-Ukraine Meeting,MODERATE,True,The clip shows former President Trump and author Vance meeting with Ukrainian President Zelenskyy in,0.8894569873809814,broken
019bfef500435f7b6cb714ea03ffd687,desktop,3,1,1,3_1_1_019bfef500435f7b6cb714ea03ffd687.txt,80,0,0,80,Coach Carter,HIGH,True,The Coach Carter movie clip shows Coach Carter enforcing rules and motivating his team to take acade,0.7392551898956299,broken
019bfef500435f7b6cb714ea03ffd687,desktop,3,1,2,3_1_2_019bfef500435f7b6cb714ea03ffd687.txt,90,0,0,90,Coach Carter,HIGH,True,"The Coach Carter movie clip shows Coach Carter inspiring his players to take responsibility, value e",0.7671909332275391,broken
019bfef500435f7b6cb714ea03ffd687,desktop,3,2,1,3_2_1_019bfef500435f7b6cb714ea03ffd687.txt,0,80,0,80,Oscars Slap,HIGH,True,The Oscar Slap Clip shows Will Smith slapping Chris Rock on stage at the 2022 Oscars after Rock made,0.7878811359405518,broken
019bfef500435f7b6cb714ea03ffd687,desktop,3,2,2,3_2_2_019bfef500435f7b6cb714ea03ffd687.txt,0,80,0,80,Oscars Slap,HIGH,True,The Oscar Slap Clip shows Will Smith slapping Chris Rock on stage during the 2022 Oscars after a jok,0.8110880851745605,broken
019bfef500435f7b6cb714ea03ffd687,desktop,3,3,1,3_3_1_019bfef500435f7b6cb714ea03ffd687.txt,0,0,60,60,Trump-Ukraine Meeting,MODERATE,True,The Oval Office meeting clip shows former President Trump and author Vance talking with Ukrainian Pr,0.9545948505401611,broken
